path/symbol	source excerpt	semantic category	producer	consumer	proposed action	compatibility rationale	affected proof	source SHA-256
docs/next-lifecycle-persona-retrieval-and-deployment.md:81	37. **Issue one exact governed commission.** An actively occupied caller whose own binding explicitly authorizes commissions to the target Seat seals the exact task, purpose, inputs, evidence requirements, constraints, output contract, and stop conditions. The commission reaches `CITADEL_LEGATE_GOVERNED_COMMISSION_ISSUED_PENDING_LEGATE_ACCEPTANCE` with one single-use acceptance authority addressed only to the target Legate. Issuance grants no acceptance, cognition, provider invocation, credential, tool, external-action, execution, or continuing-turn authority.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:83	38. **The exact target Legate accepts or refuses the commission.** The target revalidates the commission, activation, exact current binding, unexpired model access, immutable contract, and single-use acceptance authority. Acceptance binds the Legate at `CITADEL_LEGATE_GOVERNED_COMMISSION_ACCEPTED_PENDING_COGNITION_TURN_AUTHORIZATION`; refusal reaches `CITADEL_LEGATE_GOVERNED_COMMISSION_REFUSED_NO_AUTHORITY`. Neither branch authorizes cognition, provider invocation, credentials, tools, external action, operational use, execution, or a continuing turn.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:85	39. **The original commissioner decides one bounded cognition turn.** The exact occupied issuer revalidates the accepted commission, target Legate, runtime activation, current sole occupancy, unexpired model access, immutable contract, and complete digest chain. Only `AUTHORIZED` creates a target-bound, single-use, maximum-one-turn authority expiring within fifteen minutes at `CITADEL_LEGATE_COGNITION_TURN_AUTHORIZED_PENDING_PROVIDER_INVOCATION_ACTIVATION`. Refusal, deferral, and revocation grant nothing. Authorization does not activate or invoke the provider, release credentials, perform cognition, permit tools or external action, execute, or create a continuing turn.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:87	40. **Clavium activates the exact provider invocation.** The occupied Locksmith consumes the Step 39 activation authority and verifies the assigned model, provider-access assertion, Profile attestation, target, and governing expiries. It creates one opaque, single-use credential lease at `CITADEL_LEGATE_PROVIDER_INVOCATION_ACTIVATED_PENDING_ONE_BOUNDED_COGNITION_TURN`; the credential reference is represented only by digest and is neither disclosed nor transferred. No provider call or cognition occurs.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:89	41. **The Legate performs exactly one governed cognition turn.** The target consumes the one-use cognition authority and credential lease through the exact configured model gateway. Runtime machinery seals the attributable contract-bound output and stop-condition result at `CITADEL_LEGATE_GOVERNED_COGNITION_TURN_COMPLETED_SEALED_NO_CONTINUING_AUTHORITY` or the corresponding stopped checkpoint. No tools, memory, network resource, external data, external action, execution, autonomous cognition, or continuing turn is authorized.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:91	42. **Deliver the exact sealed result to the original commissioner.** Runtime machinery revalidates the complete digest-bound commission, acceptance, authorization, provider activation, cognition turn, immutable contract, and the commissioner's exact current occupancy. It preserves the result unchanged at `CITADEL_LEGATE_COGNITION_RESULT_DELIVERED_PENDING_COMMISSIONER_REVIEW` and opens only one addressed, single-use review-disposition authority. Delivery does not accept, reject, operationally adopt, execute, or authorize follow-up work; cognition, provider invocation, credentials, tools, external action, execution, and continuing-turn authority remain closed.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-persona-retrieval-and-deployment.md:93	43. **The original commissioner independently accepts or rejects the delivered result.** The exact current commissioner consumes the one-use review-disposition authority and seals a required rationale. Acceptance reaches `CITADEL_LEGATE_COGNITION_RESULT_ACCEPTED_COMMISSION_CLOSED_NO_DOWNSTREAM_AUTHORITY`; rejection reaches `CITADEL_LEGATE_COGNITION_RESULT_REJECTED_COMMISSION_CLOSED_NO_DOWNSTREAM_AUTHORITY`. Both branches close the commission, prohibit conflicting replay, and grant no operational adoption, follow-up commission, cognition, provider invocation, credentials, tools, external action, execution, or continuing-turn authority.	historical/sealed evidence	Author/source at Git blob fcff965a64bb43736d9fbe4ef379de988484d1d2	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	32dbfa6db3a75e6fe02ec72fd3a2373b067f099769070acefa8f7bd159276684
docs/next-lifecycle-runtime-integrity-hardening.md:79	- Citadel performs the governed cognition turn only after every exact authority and runtime invariant passes.	historical/sealed evidence	Author/source at Git blob 171646f56f5e3c9dbd9b9fb1c96b3d8b3b3487d4	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	2dae8dabbd811975dc074529d23a93793adac3f36073de194d6fc2e21be89dcd
docs/next-lifecycle-runtime-integrity-hardening.md:161	The critical Citadel bounded-cognition turn and Garrison terminal-return boundaries now use the canonical record-reference validator. Replay is no longer accepted on identity alone: the turn requires the exact activation digest and turn authority, while terminal return and recovery require the exact authorization digest, terminal authority, and Constable binding. Mismatches retain the established `CT309` and `GA309` fail-stopped conflicts, and Garrison's obsolete direct file-replacement path has been removed in favor of its recoverable transition coordinator.	historical/sealed evidence	Author/source at Git blob 171646f56f5e3c9dbd9b9fb1c96b3d8b3b3487d4	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	2dae8dabbd811975dc074529d23a93793adac3f36073de194d6fc2e21be89dcd
docs/next-lifecycle-runtime-integrity-hardening.md:165	The complete Citadel Legate governed-cognition chain now delegates path-contained reads, canonical digest verification, and exact source resolution to `RecordReferenceValidator`: commission issuance, commission disposition, turn authorization, bounded cognition, and result delivery. Their independent actors, authority transitions, replay semantics, outputs, and established `CIT3xx`/`CIT4xx` failure contracts remain unchanged.	historical/sealed evidence	Author/source at Git blob 171646f56f5e3c9dbd9b9fb1c96b3d8b3b3487d4	Exact consumers and retained categories in compatibility contract	retain original; current pointer where appropriate	Historical provenance is not renewed authority	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	2dae8dabbd811975dc074529d23a93793adac3f36073de194d6fc2e21be89dcd
docs/one-actionable-defect-mission-preparation.md:26	| Delegate cognition | Curia/DelegateMissionBoundedCognitionCommissionService.php:86 copies mission-use fields into a commission. Citadel/SymfonyAiDelegateMissionCognitionGateway.php:49 serializes objective, scope, deliverables, required_inputs, expected_outcomes and stop_conditions into a model prompt. It does not resolve or verify a source snapshot. Citadel/DelegateMissionBoundedCognitionTurnService.php:102 invokes the gateway and persists the result pending Curia disposition. |	enclosing Citadel	Author/source at Git blob 9e31f6fbe82212d8d51d2f576ce44bca40c9aba0	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	0cf915431d65c8e6c8b62c16a00e5b7aaec2a18d0bc78a4a726ab674458ede4d
docs/one-actionable-defect-mission-preparation.md:88	Citadel/DeepSeekDelegateModelConfiguration.php:10 permits only temperature; it does	enclosing Citadel	Author/source at Git blob 9e31f6fbe82212d8d51d2f576ce44bca40c9aba0	Exact consumers and retained categories in compatibility contract	retain enclosing jurisdiction; current reception pointer	Citadel identity is distinct from Courtyard function	CourtyardIdentityTest; FormationClaimCustodyTest; existing formation/native/coverage gates	0cf915431d65c8e6c8b62c16a00e5b7aaec2a18d0bc78a4a726ab674458ede4d
